Arist(s) Name,Track Name,Album Name,Length,SpotifyID,ISRC
Piso 21; Nicky Jam , Suele Suceder , Suele Suceder , 00:03:27 , 31PyVVkiIuywCO70n629L4 , FR2X41421914
Future; The Weeknd , Low Life (feat. The Weeknd) , EVOL , 00:05:13 , 7EiZI6JVHllARrX9PUvAdX , USSM11600557
Lil Yachty; The Good Perry , Wanna Be Us , Lil Boat , 00:02:51 , 7qqOmEfeTPgjBsm1Qm98eg , QM8DG1600314
Carlos Vives; Shakira , La Bicicleta , La Bicicleta , 00:03:47 , 43it4kot08akLzFIEMhXNN , USSD11600112
Silvestre Dangond; Farruko , Ya No Me Duele Más (feat. Farruko) - Remix , Gente Valiente , 00:03:39 , 4CTjql34LKCJy5WOSgEhvA , USSD11600306
Prince Royce; Farruko , Ganas Locas (feat. Farruko) , FIVE (Deluxe Edition) , 00:03:20 , 7JpzzaCzljQdfnG7wPRqSe , USSD11600437
Chino & Nacho , Sin Ti , Supremo Reloaded , 00:04:08 , 1MjFi3k94gyhJYbbf6O9LK , USUM71114177
Chino & Nacho , Me Voy Enamorando , Radio Universo , 00:03:55 , 39Gb80bu5xF0rQtAxTxUS1 , USUM71500256
Sebastian Yatra; Cosculluela; Cali Y El Dandee , Traicionera - Remix , Traicionera (Remix) , 00:03:28 , 26VpzrgWMkfuWvGpYtYUFo , USUM71614629
Gente De Zona , Seductora , EL TAXI - CUBAN REGGAETON 2015 (CUBATON) (Lo Mejor de Cuba - Los Exitos 2015) , 00:03:36 , 13jRsaKYAT2JXL9Z0PwbpS , CH9181200062
Ed Sheeran , Dive , ÷ (Deluxe) , 00:03:58 , 51ChrwmUPDJvedPQnIU8Ls , GBAHS1700022
Mike Bahía , Buscándote - Radio Edit , Buscándote , 00:04:01 , 06Y4G78xvsbwnwAbsLC01K , QMDA61462927
Ed Sheeran , Perfect , ÷ (Deluxe) , 00:04:23 , 0tgVpDi06FyKpA1z0VMD4v , GBAHS1700024
Feid , Siénteme , Así Como Suena , 00:03:50 , 4NUOi1wgGyTFVNZYLuhuf6 , TCACI1571822
Higor Rocha; Tati Zaqui , Não Pode Parar , Não Pode Parar , 00:02:52 , 5BQcm2tk7dE8SbcbkgffGI , BXGOP1600001
MC Kevinho; Wesley Safadão , Olha a Explosão , Olha a Explosão , 00:02:27 , 4TwxzrAK84IvWCFDaQJcBr , BXG6R1700015
Ed Sheeran , Barcelona , ÷ (Deluxe) , 00:03:11 , 3Lfiu5sZ4M4B6JaKMBc0FU , GBAHS1700042
Piso 21; Maluma , Me llamas (feat. Maluma) - Remix , Me Llamas (feat. Maluma) [Remix] , 00:03:30 , 5hEM0JchdVzQ5PwvSfITeX , MXF151600405
Gocho "El Lápiz De Platino" , No Me Llamas , No Me Llamas , 00:03:48 , 5tCYmgyvgPuuGjVY8ylb6i , QMEU31513282
Nicky Jam; Enrique Iglesias , El Perdón - Forgiveness , Fénix , 00:03:26 , 7hOfyNuj2dLc0HAEYVDIYS , USSD11500186
Henrique & Juliano , Vem Novinha (Ao Vivo) , Ao Vivo Em Palmas , 00:02:54 , 3o98cxARZToolQ38QQ7gy2 , BRWNV1300011
Corina Smith; Gustavo Elis , Escape (feat. Gustavo Elis) , Escape (feat. Gustavo Elis) , 00:03:53 , 2UjKBp6ClL3rEhv0RatBq9 , TCACR1659297
Kristen Bell; Santino Fontana , Love Is an Open Door - From "Frozen"/Soundtrack Version , Frozen (Original Motion Picture Soundtrack / Deluxe Edition) , 00:02:04 , 3IPnBzGRMg6BfViFxxa0Gq , USWD11366375
Billy Joel , Scenes from an Italian Restaurant , The Stranger (Legacy Edition) , 00:07:36 , 3utq2FgD1pkmIoaWfjXWAU , USSM17700372
Carlos Vives , Al Filo de Tu Amor , Al Filo de Tu Amor , 00:03:34 , 77a9893yxuz36cBUmBzA8E , USSD11600450
Nicky Jam , Hasta el Amanecer , Fénix , 00:03:18 , 5Fim1gaXBgsiFfsQAfQSDS , USSD11500463
Culture Club , Karma Chameleon - Remastered 2002 , Colour By Numbers , 00:04:12 , 2wSAWEYUHkt92X4SBAPqZE , GBAAA0201011
Josh Groban , You Raise Me Up , Closer , 00:04:52 , 4TbNLKRLKlxZDlS0pu7Lsy , USRE10301532
Daryl Hall & John Oates , You Make My Dreams (Come True) , Voices , 00:03:10 , 4o6BgsqLIBViaGVbx5rbRk , USRC10301828
Reykon; Kannon , Mi Noche , Mi Noche , 00:04:01 , 3L73HWcTV9KkIZb0Cs16Yg , QMDA61342342
Gustavo Elis; Corina Smith , Novios , Novios , 00:03:36 , 0z9tkAcQzHo5Xr20rUY3nw , US7VG1720540
The Weeknd , Can't Feel My Face , Beauty Behind The Madness , 00:03:33 , 22VdIZQfgXJea34mQxlt81 , USUG11500741
Play-N-Skillz; Wisin; Frankie J; Leslie Grace , Si Una Vez (feat. Wisin, Frankie J & Leslie Grace) - If I Once , Si Una Vez (feat. Wisin, Frankie J & Leslie Grace) [If I Once] , 00:03:57 , 3V5tB7nNQOxaCpI3jeMDXR , USSD11600388
Sebastian Yatra; Nacho; Wisin , Alguien Robo , Alguien Robó , 00:03:43 , 7gpccT9M7V3NGWDlxKVQzt , USUM71615565
Farruko , Intimidad , Visionary , 00:04:02 , 7qJIPKABoxHoUqRxH6dnaQ , USSD11500374
Anuel AA; Daddy Yankee; Zion & Lennox; Farruko; Wisin , Sola (Remix) , Sola (Remix) , 00:05:07 , 5q2JbCNi4FcnglgPfxcV65 , USDXS1600316
Eminem , My Name Is , The Slim Shady LP , 00:04:28 , 75IN3CtuZwTHTnZvYM4qnJ , USIR19902059
Eminem , The Real Slim Shady , The Marshall Mathers LP , 00:04:44 , 3yfqSUWxFvZELEM4PmlwIR , USIR10000448
Cypress Hill , When the Shit Goes Down , The Essential Cypress Hill , 00:03:09 , 5sPGag7NKEhqVup9dynADA , USSM19303134
Don Omar , Hasta Que Salga El Sol , Don Omar Presents MTO2: New Generation , 00:04:05 , 5Ji2qD1v0TGC5dlKIYA6Oo , USUM71203357
Benny Hill , Benny Hill , Shou Benny Hill , 00:04:32 ,  , 
Zion & Lennox; Don Omar , Embriágame (feat. Don Omar) - Remix , Motivan2 , 00:03:50 , 1WOJTQfNUEkLlsinPP95VM , USWL11600305
Don Omar; Zion & Lennox , Te Quiero Pa´Mi , King Of Kings 10th Anniversary (Remastered) , 00:03:31 , 2rXZir7PFYmCw93pK3iVaW , USUM71613874
Luis Fonsi; Daddy Yankee , Despacito (Featuring Daddy Yankee) , Despacito (Featuring Daddy Yankee) , 00:03:48 , 4aWmUDTfIPGksMNLV2rQP2 , USUM71607007
Nicky Jam , I Can't Forget You , Fénix , 00:03:20 , 0zAK46czrFfWH0SBGFCV2W , USSD11600431
Nicky Jam , Without You , Fénix , 00:03:53 , 0hQCG9PYrkjYtDVEuj8ooT , USSD11600433
Nicky Jam; Valentino , Cuando Quieras (feat. Valentino) , Fénix , 00:03:47 , 0iP84MjJ1KvnzxWa91Zsvt , USSD11600416
Nicky Jam , Mil Lágrimas , Fénix , 00:03:28 , 5EFAloMY9VlEKrjllKoXjL , USSD11600420
Nicky Jam; Cosculluela , Mi Maldición (feat. Cosculluela) , Fénix , 00:03:36 , 7uPjTNg3IKOBpeWgH4TUpp , USSD11600424
Nicky Jam , No Te Vayas , Fénix , 00:03:59 , 30ZTnoYhnlKSVo2YDW2WuN , USSD11600417
Nicky Jam; Wisin , Si Tú La Ves (feat. Wisin) , Fénix , 00:03:41 , 4yN6xPLopmTLvc27pO9LIE , USSD11600423
Nicky Jam , El Amante , Fénix , 00:03:39 , 3umS4y3uQDkqekNjVpiRUs , USSD11600415
Nicky Jam; J Balvin , Superhéroe (feat. J Balvin) , Fénix , 00:03:26 , 5o35aPa2xPLLC3rw7Hoc83 , USSD11600427
Nicky Jam; Plan B , Por el Momento (feat. Plan B) , Fénix , 00:03:38 , 1GZZELGFwWsi2oLE1v1eyQ , USSD11600422
Nicky Jam , Estrella , Fénix , 00:03:39 , 4S2JBCs9FfFEJPLEf8YiE7 , USSD11600419
Ty Dolla $ign; The Weeknd; Wiz Khalifa; Mustard , Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix , Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix] , 00:04:02 , 7t2bFihaDvhIrd2gn2CWJO , USAT21401391
The Weeknd , D.D. , Trilogy , 00:04:35 , 7eZ7ODAt9cALYnWLO8F6Fd , USUM71212138
Bob Marley & The Wailers , Buffalo Soldier , Confrontation , 00:04:15 , 7BfW1eoDh27W69nxsmRicb , USIR28300004
Bob Marley & The Wailers , Three Little Birds , Exodus , 00:03:00 , 1P49MJhU5vzttesFxw3dOM , GBAAN7790001
Daft Punk , Get Lucky (feat. Pharrell Williams) , Random Access Memories , 00:06:09 ,  , 
Kanye West , Famous , The Life Of Pablo , 00:03:16 , 19a3JfW8BQwqHWUMbcqSx8 , USUM71603020
XXXTENTACION , Look at Me! , Look at Me! , 00:02:31 , 2oUuLLKS8WbF7ELJcwbqms , uscgh1652003
Rob $tone; Shelley FKA DRAM; Denzel Curry; Cousin Stizz , Chill Bill REMIX (feat. D.R.A.M., Denzel Curry & Cousin Stizz) , Chill Bill REMIX (feat. D.R.A.M., Denzel Curry & Cousin Stizz) , 00:04:02 , 2Vo3sVSCltAaYU1u0f9ASz , USRC11601625
Belly; The Weeknd , Might Not , Up For Days , 00:03:44 , 5e9aFSdnkQUrm5y8Dhw0qN , CACA61500009
A Boogie Wit da Hoodie , My Shit , Artist , 00:02:08 , 5uQOauh47VFt3B2kV9kRXw , USAT21602047
Alejandro González; Alkilados , El Amor De Su Vida (feat. Alkilados) - Versión Urbana , El Amor De Su Vida (feat. Alkilados) [Versión Urbana] , 00:03:35 , 0B9KG1Tgft0vPZCUtiHZBF , COSO11600074
Kavinsky; The Weeknd , Odd Look , Odd Look , 00:04:13 , 3Q6mwJseOFYBJ10d5CXp4o , FRS711300690
SBTRKT; Ezra Koenig , NEW DORP. NEW YORK , Wonder Where We Land , 00:03:00 , 2YKcA5ZkWQfVHd7bMIv4iw , GBBKS1400210
Reik; Zion & Lennox , Qué Gano Olvidándote (feat. Zion & Lennox) - Versión Urbana , Qué Gano Olvidándote (feat. Zion & Lennox) [Versión Urbana] , 00:04:06 , 3H179O48ynsu9q8LOnFQZY , MXF011600400
The Weeknd; Ed Sheeran , Dark Times , Beauty Behind The Madness , 00:04:20 , 6J7PIkhtHwmFjPLq0SyuPj , USUG11500929
The Weeknd; Lana Del Rey , Prisoner , Beauty Behind The Madness , 00:04:34 , 1gZADNt16Oh23jWyMYRk4p , USUG11500932
The Weeknd , The Hills , Beauty Behind The Madness , 00:04:02 , 7fBv7CLKzipRk6EC6TWHOB , USUG11500737
The Weeknd , Real Life , Beauty Behind The Madness , 00:03:43 , 03j354P848KtNU2FVSwkDG , USUG11500913
Kid Cudi , Soundtrack 2 My Life , Man On The Moon: The End Of Day , 00:03:55 , 1cdC9TCqyLwAlsw3fVJaJS , USUM70981690
Yolanda Be Cool; DCup , We No Speak Americano - Radio Edit , We No Speak Americano , 00:02:37 , 7fG22bvpAT44rkKgYDLmFK , AUCN30901654
Travie McCoy; Bruno Mars , Billionaire (feat. Bruno Mars) , Billionaire (feat. Bruno Mars) , 00:03:31 , 2M9ULmQwTaTGmAdXaXpfz5 , USAT21000257
B.o.B , Don't Let Me Fall , www.fm-tv.com.ua , 00:04:34 ,  , 
Kanye West , All Of The Lights , My Beautiful Dark Twisted Fantasy , 00:04:59 , 22L7bfCiAkJo5xGSQgmiIO , USUM71027273
Kanye West; Chris Martin , Homecoming , Graduation , 00:03:23 , 2iaCM7WvOknQI1230hA9eK , USUM70749093
OneRepublic , Apologize , Dreaming Out Loud , 00:03:28 , 1NrJYpdAi7uosDRPmSYrsG , USUM70757102
J-AX; Fedez; Stash; Levante , Assenzio (feat. Stash & Levante) , Assenzio (feat. Stash & Levante) , 00:04:08 , 1LkmTm9NrNikagYZU9fajd , ITB001600870
Bruninho & Davi; Luan Santana , E Essa Boca Aí? - Ao Vivo , Bruninho & Davi ao Vivo no Ibirapuera , 00:03:00 , 0Kr77AosR2k944IhHm8zhH , BXBDB1600017
Xriz; MC Davo , Si no estás (feat. McDavo) , Si no estas (feat. McDavo) , 00:03:09 , 11DOcnMv1Sm8RfthdaOhh7 , ES5151601828
Silvestre Dangond; Farruko , Ya No Me Duele Más (feat. Farruko) - Remix , Ya No Me Duele Más (feat. Farruko) [Remix] , 00:03:38 , 023VFpARmjJz3mo66Oingw , USSD11600306
Wham! , Wake Me Up Before You Go-Go , Make It Big , 00:03:51 , 0ikz6tENMONtK6qGkOrU3c , GBBBN0009712
Billy Joel , Piano Man , Piano Man (Legacy Edition) , 00:05:39 , 70C4NyhjD5OZUMzvWZ3njJ , USSM17300504
The Weeknd , Ordinary Life , Starboy , 00:03:41 , 15k2nBQJ0teDmPZHrOXL2N , USUG11601008
Shelley FKA DRAM; Lil Yachty , Broccoli , Broccoli , 00:03:45 , 0qy5D3OJre7SPJNMOL9I71 , USUYG1098775
Dean Martin , Mambo Italiano , Dino The Essential Dean Martin , 00:02:19 , 5G4JTc4HlIsg7CyiDwoPV2 , USCA29701336
Childish Gambino , You See Me , Camp , 00:03:15 , 1eEPKr5gzWVSZKiMWIMZYa , USYAH1100356
Neto LX , Vida Mais Ou Menos , É Muita Luxúria , 00:03:23 , 0wQZ3oSli3Y5lSyyukKnID , BXNON1400001
Henrique & Diego , Vida Mais ou Menos - Ao Vivo , Tempo Certo (Ao Vivo em Campo Grande) , 00:04:28 , 75ExmkxJSFM7i6vCrC9yq2 , BRSME1401166
 , REVIRADA ,  , 00:03:00 ,  , 
Danza Kuduro , Danza Kuduro - Karaoke-Version , Danza Kuduro (Homenaje a Don Omar & Lucenzo) , 00:03:14 , 3KEig8dyQO71QMxXA5yK6t , ATH041105002
Lucenzo; Big Ali , Vem Dançar Kuduro , Kuduro Mix Party (Mixed by DJ Idsa) , 00:03:25 , 4gZmh4Rh6HL8UFl6RBU6R7 , FR6V80362443
The Weeknd; Daft Punk , Starboy , Starboy , 00:03:50 , 7MXVkk9YMctZqd1Srtv4MB , USUG11600976
The Weeknd , Party Monster , Starboy , 00:04:09 , 4F7A0DXBrmUAkp32uenhZt , USUG11600997
The Weeknd , Rockin’ , Starboy , 00:03:52 , 36YCdzT57us0LhDmCYtrNE , USUG11600999
The Weeknd , Secrets , Starboy , 00:04:25 , 00NAQYOP4AmWR549nnYJZu , USUG11601000
The Weeknd , True Colors , Starboy , 00:03:26 , 1oGdVdYjeQvojGKDddxLQQ , USUG11601001
The Weeknd; Kendrick Lamar , Sidewalks , Starboy , 00:03:51 , 4h90qkbnW1Qq6pBhoPvwko , USUG11601003
The Weeknd , Six Feet Under , Starboy , 00:03:57 , 4mU5iXHeLgbR94siF7p1sY , USUG11601004
The Weeknd , A Lonely Night , Starboy , 00:03:40 , 0ifooM33X1iBxVYyOkSbXW , USUG11601006
The Weeknd , Nothing Without You , Starboy , 00:03:18 , 57qiTKh8bVX0VtfUNTQqhw , USUG11601009
The Weeknd; Daft Punk , I Feel It Coming , Starboy , 00:04:29 , 3dhjNA0jGA8vHBQ1VdD6vV , USUG11601012
Gusttavo Lima , Homem de Família - Ao Vivo , 50/50 - Ao Vivo (Deluxe) , 00:03:04 , 12wiyBZqQ3mOU7AfygXJCw , BXBAL1600038
Diddy; Mase , Can't Nobody Hold Me Down (feat. Mase) , No Way Out , 00:03:51 , 1EM23A621Z0QyTlWKu7T1l , USBB40580687
Diddy; The Notorious B.I.G.; Busta Rhymes , Victory (feat. The Notorious B.I.G. & Busta Rhymes) , No Way Out , 00:04:56 , 2B9aYvlGefTIgKLhM6ia8t , USBB40580657
Diddy; 112; Faith Evans , I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster , No Way Out (2014 Remaster) , 00:05:06 , 1yy2DlSDtEt90d54rPDPXz , USBB41400049
Édith Piaf , Non, je ne regrette rien , Edith Piaf - The Best Of , 00:02:22 , 0D4gIeyrMtxOAvCWsTHN9x , FRZ116000530
VEM NI MIM DODGE RAM - Israel Novaes (participação Gusttavo Lima) , Vem ni mim dodge ram , VEM NI MIM DODGE RAM - Israel Novaes (participação Gusttavo Lima) , 00:02:18 ,  , 
Danny Ocean , Me Rehúso , Me Rehúso , 00:03:25 , 6Zosz8w6CmdGMZM6p4JlbQ , TCACR1696782
Eminem , Lose Yourself - From "8 Mile" Soundtrack , Curtain Call: The Hits (Deluxe Edition) , 00:05:26 , 5Z01UMMf7V1o0MzF86s6WJ , USIR10211559
Maluma; Don Omar; Wisin , Sin Contrato (feat. Don Omar & Wisin) - Remix , Sin Contrato (feat. Don Omar & Wisin) [Remix] , 00:03:51 , 2xNZeeqmwMPVKnD7FSQfgt , USSD11600377
Eminem , My Name Is , The Slim Shady LP , 00:04:28 , 0l08dcPEqNEUhymVBext8h , USIR19902059
Young Thug; Travis Scott , pick up the phone , Birds In The Trap Sing McKnight , 00:04:12 , 20dP2DaMHIAmwWAbp7peSr , USSM11604495
John Holt , The Tide Is High , The Tide Is High , 00:02:54 , 6EtWzZF15Ph1rrep4FSYm1 , GBQXA1113401
Kid Cudi; Kanye West , Erase Me - Main , Man On The Moon II: The Legend Of Mr. Rager , 00:03:12 , 6L9PaQC1daJ0PAg7vJdS3R , USUM71020517
Kid Cudi , Day 'N' Nite (Nightmare) , Man On The Moon: The End Of Day , 00:03:41 , 0lpstj9UL93vkYycP07ehZ , USUM70957500
 , Kid Cudi - Erase Me ft. Kanye West ,  , 00:03:11 ,  , 
Alfaville Forever young , Alfaville Forever young ,  , 00:03:48 ,  , 
Kid Cudi , GHOST! , Man On The Moon II: The Legend Of Mr. Rager , 00:04:49 , 2w7SEhTb27oCRVQWjdMHmv , USUM71025508
Kid Cudi , REVOFEV , Man On The Moon II: The Legend Of Mr. Rager , 00:03:03 , 7djy8o5PvHrmLHzcDiDGpg , USUM71022468
Kid Cudi , Trapped In My Mind , Man On The Moon II: The Legend Of Mr. Rager , 00:03:34 , 5dbjxnaeDKK7NHCUZsDhyF , USUM71025509
Kanye West , Waves , The Life Of Pablo , 00:03:01 , 3nAq2hCr1oWsIU54tS98pL , USUM71603079
Gyptian , Wine Slow , Wine Slow , 00:02:34 , 7Fonib360m2FN6kJSTpxnO , USA2P1218459
Gyptian , Hold You - Hold Yuh , Hold You , 00:03:53 , 0j55p8YRAPG8yajtNyjt6A , USVPR0910204
JAY-Z , Izzo (H.O.V.A.) , The Hits Collection Volume One (Deluxe) , 00:04:00 , 16rzBmxDZY8ZGGK2lWTPtf , USDJ20110688
DL & Smiles , Juntos en la Playa , Juntos en la Playa , 00:04:00 , 647j2JErdfcVjPwb01KHP7 , FR96X1608209
L'Algérino; Nassi , Habibi , Oriental Dream , 00:03:20 , 5dzLI2aZr5YSf6iB1JFhQB , FR0U91501754
Farruko , Illusion , Visionary , 00:03:39 , 78dyHmzMEIiGdCY1mG1nL4 , USSD11500380
Maluma; Farruko , ¿Dónde Estás? (feat. Farruko) , Pretty Boy, Dirty Boy , 00:03:17 , 0s3JGOUVkEBDSD4oBGUHSv , USSD11500322
Farruko; Sean Paul , Passion Whine - Remastered , Farruko Presents Los Menores , 00:03:33 , 3RIK7cSazP9ui98nJIXXDX , US4D21400089
JENCARLOS; Zion & Lennox , Junto A Ti , Jen , 00:03:49 , 3KvajomMFF2xGuLRphd0Ts , USUM71405043
JENCARLOS; Lennox; Farruko , Baby - Remix , Baby (Remix) , 00:03:54 , 2aw0uxVuDcKMVFJWtUUPrm , USUM71604673
Dyland & Lenny Ft. Gusttavo Lima , Balada Boa (Prod. By Eliel) , www.officialdeejays.com , 00:03:48 ,  , 
 , Nicky Jam - El PerdónVideo Lyric(Prod. Saga WhiteBlack) ,  , 00:03:27 ,  , 
Johann Pachelbel; Sir Neville Marriner; Academy of St. Martin in the Fields , Pachelbel: Canon and Gigue for Three Violins and Continuo in D Major: Canon (Orchestral Version) , Baroque Masterpieces , 00:05:00 , 16WL3s4JszXh14ORSeGNAE , GBAYC8804957
Stromae; Kanye West; Gilbere Forte , Alors On Danse - Remix - Explicit , Alors On Danse (Remix - Explicit) , 00:03:49 , 2SRzCZMWi0vJM5ngaKjcjX , BET671000148
Lynyrd Skynyrd , Freebird , Best Of The Test - The Old Grey Whistle Test , 00:08:59 , 5vksUt9hkx5qBhJ2xXY0na , GBVVQ1400698
 , Michael Jackson & Tupac - ChangesMan in the Mirror (Download Link) ,  , 00:04:35 ,  , 
 , I Want Biggie Back - The Notorious B.I.G. and Jackson 5 Mashup Remix ,  , 00:02:54 ,  , 
 , Hypnotize by Biggie Smalls (feat. ACDC) REMIX ,  , 00:02:47 ,  , 
 , DJ HERO - I Heard It Through The Grapevine vs. Feel Good Inc. ,  , 00:03:42 ,  , 
 , ACDC & Biggie Smalls - Back In Black Mashup (Mixed by doubleMbeats) ,  , 00:02:48 ,  , 
 , Can't See Me - Tupac Shakur ,  , 00:04:22 ,  , 
 , Biz Markie - Just a Friend ,  , 00:03:57 ,  , 
 , J Alvarez FT Jory, Maluma y Ken-Y - Amor En Practica (Remix) ,  , 00:04:04 ,  , 
 , (2pac)- Tupac feat Bob Marley - No woman No cry (Remix) ,  , 00:04:51 ,  , 
J Alvarez , Amor en Práctica , De Camino Pa' la Cima Reloaded 2.0 , 00:02:48 , 1MFcMw8ZY25hVWqBldMIet , QMD331300009
Prince Royce , Para Llegar A Ti , Soy El Mismo (Deluxe Edition) , 00:03:05 , 53Kxtc6CnhYt72bVTBkwas , USSD11300265
Wisin , Vacaciones , Vacaciones , 00:03:58 , 3dQDid3IUNhZy1OehIfYfE , USSD11600268
Prince Royce , El Amor Que Perdimos , Prince Royce , 00:04:05 , 06EgH8BdWW9QRrlI6ZVQhW , US7YG0900006
The Jackson 5 , I Want You Back , 20th Century Masters: The Millennium Collection: Best Of The Jackson 5 , 00:03:00 , 0PGwM5vdr5fMejx0IIAYXj , USMO19400306
Daddy Yankee; Nicky Jam; Plan B , Shaky Shaky - Remix , Shaky Shaky (Remix) , 00:03:54 , 7bgo7APNLkzmOmPAqS6gT7 , US2BU1600035
Pasabordo; Maluma , Te Quiero Amar - Remix , Pasabordo , 00:03:36 , 0JufJHXVWc2cQsWXgZMbKV , QM7F81400002
Tomas the Latin Boy; Maluma , Aventura (Remix) [feat. Maluma] , Aventura (Remix) [feat. Maluma] , 00:03:34 , 64feAkV1Be6wt5EbvYiD74 , QM5UP1500044
Danny Romero; Maluma; Madmusick , Bandida (feat. Maluma) , Bandida (feat. Maluma) , 00:03:28 , 7k0D8WTMEplw2Kp8KFX0o3 , ES5021500844
Alexis y Fido; Maluma , Imagínate (feat. Maluma) - Remix , Imagínate (feat. Maluma) [Remix] , 00:03:46 , 34qu507feMfzg4dZ2Lli4I , QMEU31408762
Piso 21; Maluma , Correr el Riesgo - Remix , Piso 21 , 00:02:41 , 6SjOhsFV4JwPVEztbxjDYn , FR2X41421929
Feid; J Balvin , Que Raro , Que Raro , 00:03:49 , 70VLd2WPmxKWt9476XqNr0 , USUM71607179
Tony Dize; Don Omar; Ken-Y , El Doctorado - Remix , El Doctorado (Remix) , 00:04:28 , 4BMB6FzHBD7QS9qKZz4llG , USB271000026
The Weeknd; Daft Punk , Starboy , Starboy , 00:03:50 , 2IY7eOUDjw2ArKYxKa2jXc , USUG11600976
Tony Dize , El Doctorado , La Melodia De La Calle "Updated" , 00:04:24 , 2PUbdd0s68EfVKlBCUW9Vq , USB270900003
J Alvarez; Oneill; Don J Leone; Guariboa , Rude Buay , Big Yauran , 00:04:36 , 7cynw2Flfcgmqrw23Z8CKb , USXDR1600057
J Alvarez; Ñejo & Dalmata , Sexo, Sudor Y Calor (feat. Nejo Y Dalmata) , Lo Que No Puede Faltar En Tu Colección , 00:04:10 , 0xcdm35TQ2r4csqswHVTgt , TCACA1485185
J Alvarez , La Pregunta Remix (feat. Tito El Bambino & Daddy Yankee) , La Pregunta Remix (feat. Tito El Bambino & Daddy Yankee) , 00:04:34 , 3xGZOoLTPTiXJ74AKf75G8 , TCABG1219173
Zion & Lennox , Dame tu amor , Motivan2 , 00:03:23 , 580gh01pywO8H2p5atKoQj , USWL11600254
Zion & Lennox; Farruko , Qué bien se siente (feat. Farruko) , Motivan2 , 00:04:43 , 3OPNiidqnOw27UdEwYRwRO , USWL11600275
Zion & Lennox , Ni un minuto más , Motivan2 , 00:03:39 , 6Hap68cHMdb1C9PiWb2f7E , USWL11600250
Zion & Lennox , Bailando tú y yo , Motivan2 , 00:04:25 , 0OOOWi38dmUsFrrcfmcBBS , USWL11600249
Zion & Lennox , Embriágame , Motivan2 , 00:03:39 , 07YFRv1Rj2iTtA7NY3CTcY , USWL11600241
Zion & Lennox , Una nota , Motivan2 , 00:04:07 , 0noFqEp6CHzJRSGDw4Ng8v , USWL11600255
Zion & Lennox; Daddy Yankee , Cierra los ojos (feat. Daddy Yankee) , Motivan2 , 00:04:43 , 1TxDQxA1N4HyhvV0950h3Y , USWL11600242
Zion & Lennox; Nicky Jam , Mi tesoro (feat. Nicky Jam) , Motivan2 , 00:04:06 , 5HABnFSYvl6mTmg8nSdzHa , USWL11600243
Alexis y Fido; Fonseca; Kevin Roldan , Una en un Millón - Remix , Una en un Millón (Remix) [feat. Fonseca & Kevin Roldan] - Single , 00:03:27 , 2BesEfIHzUb7viZwUkSAhE , USUYG1107036
J Alvarez , Hacerte Volar , De Camino Pa' la Cima Reloaded 2.0 , 00:03:54 , 4r9LVrkC5h2c8ux4f6IHhO , QMD331300019
Kevin Florez; Nicky Jam , Con Ella - Remix , El Rey de la Champeta Urbana , 00:03:38 , 7iEqTQA0wo6v2nO7qyre9e , COC011329426
Jim Croce , Time In A Bottle , Photographs & Memories: His Greatest Hits , 00:02:25 , 12PlslqAWQUtiLoObNaj8a , USRHD0804163
Grupo Extra; Nicky Jam , Lejos de Ti (Reggaeton Remix) [feat. Nicky Jam] , Lejos de Ti (Reggaeton Remix) [feat. Nicky Jam] , 00:05:20 , 2UZABuyyr6MKdN93Yzzimd , USE831567086
J Balvin , Sigo Extrañándote , Energía , 00:03:21 , 0k23rRi1B8ZHrKtzECGoyk , USUM71604779
Alejandro González; Mike Bahía , Le Hace Falta Un Beso (feat. Mike Bahía) , Le Hace Falta Un Beso (feat. Mike Bahía) , 00:03:24 , 36uiMu91qIsehdmntlUy4D , TCACH1507038
J Balvin , Sigo Extrañándote , Energía , 00:03:21 , 6qDF4wWL49CAVbgT7yuHl8 , USUM71604779
Conway Twitty , Rose , Dream Maker , 00:03:34 , 3U7WGbhTtdCml6ra23BrrD , USEE10701655
Reik; Nicky Jam , Ya Me Enteré (feat. Nicky Jam) - Urban Version , Des/Amor , 00:03:39 , 2SSYqDX8KTgy01NlqtUo0F , MXF011600112
Deorro; Elvis Crespo , Bailar (feat. Elvis Crespo) - Radio Edit , Bailar (feat. Elvis Crespo) [Radio Edit] , 00:02:17 , 45sGyAtAxD6efaN0bJAFgh , USUS11600173
Carlos Vives; Shakira; Maluma , La Bicicleta (feat. Maluma) - Remix , La Bicicleta (feat. Maluma) [Remix] , 00:04:14 , 7IRuf7FrdQvOGs0g9mSNGr , USSD11600217
CNCO , Reggaetón Lento (Bailemos) , Primera Cita , 00:03:42 , 3AEZUABDXNtecAOSC1qTfo , USSD11600135
Justin Quiles , Egoísta , La Promesa , 00:03:58 , 36Qkg6aDkgeOHT2ShvBNr5 , USDXS1600168
Blackalicious; Lateef The Truthspeaker; Cut Chemist , Alphabet Aerobics , A2G EP , 00:02:13 , 4z5L0qDduw3w1apQ4Qa6KV , US2P20410464
J Balvin; Daddy Yankee , Pierde Los Modales , Energía , 00:03:21 , 4HGDI0rQi1DtLgmt1x8tX3 , USUM71604781
